2022-04-25 01:03:23.744255,---,---,---,---

2022-04-25 01:03:25.222931,CH362,Chemical Kinetics,Collision Theory,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:03:29.181448,CH952,Haloalkanes & Haloarenes,Haloalkanes Nomenclature,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:03:32.374223,CH1423,Amines,Amines Preparation - 2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:03:50.174711,CH916,Coordination Compounds,Compounds Bonding - 2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:03:53.011469,CH186,Solutions,Colligative Properties-2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:03:55.827404,CH143,Solutions,Solubility Solutions,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:03:58.857773,CH34,Solid State,Crystalline Solids,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:01.798078,CH1512,Amines,Preparation Method,"Homogeneity refers to uniformity in composition, which is a characteristic property of crystalline solids. Isotropy is when the values of physical properties do not change with direction throughout the body of the solid. Crystalline solids are anisotropic because the composition of the solid changes with direction, hence the physical properties also change with direction.",b,a

2022-04-25 01:04:04.338911,CH431,Elements Principles & Processes,Ores Concentration,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:07.429606,CH219,Electrochemistry,Galvanic Cells,"Amorphous solids behave like fluids and flow very slowly under the influence of gravity. Hence, they are said to be supercooled liquids.",a,a

2022-04-25 01:04:10.417502,CH1762,Everyday Life Chemistry,Drugs & its Classification,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:13.360177,CH1544,Amines,Chemical Reactions - 2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:15.897002,CH1797,Everyday Life Chemistry,Food Chemicals,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:18.864678,CH1386,Amines,Amines Nomenclature - 1,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:21.178179,CH385,Surface Chemistry,Colloids,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:23.674462,CH365,Surface Chemistry,Adsorption,"Homogeneity refers to uniformity in composition, which is a characteristic property of crystalline solids. Isotropy is when the values of physical properties do not change with direction throughout the body of the solid. Crystalline solids are anisotropic because the composition of the solid changes with direction, hence the physical properties also change with direction.",b,a

2022-04-25 01:04:26.723775,CH1232,"Aldehydes, Ketones & Carboxylic Acids",Physical Properties,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:29.595280,CH330,Chemical Kinetics,Integrated Rate Equations,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:32.679816,CH1126,"Alcohols, Phenols & Ethers",Alcohols & Phenols - 2,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:35.680846,CH682,P-Block Elements,Group 17 Elements,"Quartz glass does not have a perfectly ordered structure, hence it is classified as an amorphous solid. The rest are crystalline solids due to ordered structures.",b,a

2022-04-25 01:04:38.704510,---,---,---,---

2022-04-25 01:04:41.172483,---,---,---,---
